0,0
0.278160077,0.159553521
0.498161327,0.390298851
0.628158587,0.712940201
0.645698567,1.518827451
0.645698567,2.383132951
0.653160107,3.085229951
0.678161637,4.021188751
0.703155537,4.957147651
0.728157057,5.893104551
0.753158587,6.829063451
0.778160107,7.765020451
0.803161637,8.700978751
0.828155537,9.636935751
0.853157057,10.572895651
0.878158587,11.508853651
0.903160107,12.444811651
0.928161637,13.380769651
0.954429657,14.067832651
0.959434557,14.586930651
0.964431757,15.098718651
1.009429957,15.628856651
1.131340057,16.154205651
1.278831457,16.677580651
1.514183057,17.195785651
1.756210357,17.672541651
2.113258257,18.228092651
2.447158757,18.698711651
2.909187257,19.143562651
3.451194657,19.478424651
3.978393657,19.716137651
4.558044557,19.935440651
5.137794657,20.125677651
5.690818957,20.283098651
6.280311757,20.430275651
6.859497157,20.564039651
7.438408057,20.680830651
7.995079157,20.780268651
8.596412757,20.871927651
9.220047157,20.953270651
9.793205357,21.013220651
10.373703057,21.063858651
10.972870057,21.107265651
11.572014057,21.143421651
12.156799057,21.164110651
12.764778057,21.170647651
13.351982057,21.147261651
13.943642057,21.052194651
14.509903057,20.912313651
15.050247057,20.735241651
15.569649057,20.532623651
16.050026057,20.215330651
16.438965057,19.823139651
16.750366057,19.299318651
17.185425057,18.720713651
17.414467057,18.001161651
17.519127057,17.346882651
17.601273057,5.894605651
17.601273057,6.385713651
17.601273057,6.929018051
17.601273057,7.623542851
17.601273057,8.318067151
17.601273057,9.012591851
17.601273057,9.707115651
17.601273057,10.415426651
17.601273057,11.096164651
17.601273057,11.790687651
17.601273057,12.485212651
17.601273057,13.179736651
17.601273057,13.874261651
17.601273057,14.568785651
17.601273057,15.263308651
17.601273057,15.957834651
17.601273057,16.620146651
17.751824057,5.525568051
18.020821057,5.264478751
18.429649057,5.230190351
18.820335057,5.328790751
19.051582057,5.554800051
19.101273057,5.894605651
19.101273057,6.385713651
19.101273057,6.929018051
19.101273057,7.623542851
19.101273057,8.318067151
19.101273057,9.012591851
19.101273057,9.707115651
19.101273057,10.401639651
19.101273057,11.096164651
19.101273057,11.790688651
19.101273057,12.485212651
19.101273057,13.179737651
19.101273057,13.874261651
19.111275057,14.568786651
19.129425057,15.263309651
19.154427057,15.957834651
19.179428057,16.620146651
19.204430057,17.346882651
19.229431057,18.001163651
19.321854057,18.588692651
19.501381057,19.132616651
19.720177057,19.680862651
19.971832057,20.171333651
20.300804057,20.633394651
20.659973057,21.079645651
21.136208057,21.402433651
21.622856057,21.705194651
22.194115057,21.955706651
22.752525057,22.174089651
23.354889057,22.385355651
23.988052057,22.543056651
24.585747057,22.641254651
25.133156057,22.708990651
25.728561057,22.772091651
26.373459057,22.821537651
27.015343057,22.880710651
27.997698057,22.880710651
28.639566057,22.821537651
29.284464057,22.772091651
29.879877057,22.708990651
30.427271057,22.641254651
31.024988057,22.543056651
31.658136057,22.385355651
32.260506057,22.174089651
32.818901057,21.955706651
33.390160057,21.705194651
33.876816057,21.402433651
34.353066057,21.079645651
34.712212057,20.633394651
35.041191057,20.171333651
35.292839057,19.680862651
35.511643057,19.132616651
35.691162057,18.588692651
35.783592057,18.001163651
35.808594057,17.346882651
35.833595057,16.620146651
35.858589057,15.957834651
35.883606057,15.263309651
35.901756057,14.568786651
35.911766057,5.894606151
35.911766057,6.385714051
35.911766057,6.929018551
35.911766057,7.623543351
35.911766057,8.318068051
35.911766057,9.012592851
35.911766057,9.707115651
35.911766057,10.401639651
35.911766057,11.096164651
35.911766057,11.790688651
35.911766057,12.485212651
35.911766057,13.179737651
35.911766057,13.874261651
35.961456057,5.554800551
36.192696057,5.328791151
36.583374057,5.230190751
36.992203057,5.264479251
37.261200057,5.525568551
37.411766057,5.894606151
37.411766057,6.385714051
37.411766057,6.929018551
37.411766057,7.623543351
37.411766057,8.318068051
37.411766057,9.012592851
37.411766057,9.707115651
37.411766057,10.415426651
37.411766057,11.096164651
37.411766057,11.790687651
37.411766057,12.485212651
37.411766057,13.179736651
37.411766057,13.874261651
37.411766057,14.568785651
37.411766057,15.263308651
37.411766057,15.957834651
37.411766057,16.620146651
37.493897057,17.346882651
37.598557057,18.001161651
37.827606057,18.720713651
38.262650057,19.299318651
38.574066057,19.823139651
38.962990057,20.215330651
39.443375057,20.532623651
39.962776057,20.735241651
40.503136057,20.912313651
41.069382057,21.052194651
41.661041057,21.147261651
42.248245057,21.170647651
42.856224057,21.164110651
43.441002057,21.143421651
44.040154057,21.107265651
44.639336057,21.063858651
45.219826057,21.013220651
45.792976057,20.953270651
46.416626057,20.871927651
47.017944057,20.780268651
47.574616057,20.680830651
48.153526057,20.564039651
48.732712057,20.430275651
49.322205057,20.283098651
49.875221057,20.125677651
50.454971057,19.935440651
51.034622057,19.716137651
51.561836057,19.478424651
52.103836057,19.143562651
52.565865057,18.698711651
52.899765057,18.228092651
53.256805057,17.672541651
53.498840057,17.195785651
53.734192057,16.677580651
53.881683057,16.154205651
54.003586057,15.628856651
54.048584057,15.098718651
54.053574057,14.586930651
54.058594057,14.067832651
54.084854057,13.380769651
54.109863057,12.444811651
54.134857057,11.508853651
54.159866057,10.572895651
54.184860057,9.636935751
54.209854057,8.700979751
54.234863057,7.765020851
54.259857057,6.829063951
54.284866057,5.893105051
54.309860057,4.957148151
54.334854057,4.021189251
54.359863057,3.085230651
54.367325057,1.518828151
54.367325057,2.383133651
54.384857057,0.712940971
54.514862057,0.390299571
54.734863057,0.159554271
55.013016057,7.37000000000654e-07
